trade_id,trade_date,entry_hour,side,entry_time,exit_time,entry,exit,sl,tp,risk_distance,bars_in_trade,pnl,r_multiple,exit_reason,be_activated,mfe_r,mae_r,best_r,worst_r,orb_high,orb_low,atr_at_entry,adx_h1_at_entry,balance_after
1,2024-12-19,15,SELL,2024-12-19 15:10:00,2024-12-19 16:00:00,2603.01,2595.62,2614.3207559633747,2586.0438660549385,11.310755963374504,11,32.66801982082354,0.6534,timeout,False,0.7312,0.2166,0.7312,0.2166,2614.1,2603.23,2.207559633747606,22.227680633965385,10032.668019820823
2,2025-02-12,15,SELL,2025-02-12 15:10:00,2025-02-12 15:30:00,2882.61,2864.270264390989,2894.8364904060077,2864.270264390989,12.226490406007542,5,75.24501014865618,1.5,tp,False,1.5188,0.0098,1.5188,0.0098,2894.61,2883.46,2.264904060073746,35.778022726523155,10107.913029969479
3,2025-02-27,13,SELL,2025-02-27 13:35:00,2025-02-27 15:35:00,2887.33,2886.41,2898.6743472621565,2870.313479106765,11.344347262156589,25,4.09864039449584,0.0811,timeout,False,0.5492,0.4178,0.5492,0.4178,2898.42,2888.6,2.543472621565046,40.64742457681442,10112.011670363974
4,2025-02-28,13,SELL,2025-02-28 13:20:00,2025-02-28 15:05:00,2860.02,2860.02,2867.153757468583,2849.3193637971253,7.133757468583099,22,0.0,0.0,breakeven,True,0.8046,0.6855,0.8046,0.6855,2866.98,2861.72,1.737574685830892,45.49718857675938,10112.011670363974
5,2025-04-04,13,SELL,2025-04-04 13:25:00,2025-04-04 13:30:00,3095.18,3109.1463779811534,3109.1463779811534,3074.2304330282695,13.966377981153528,2,-50.56005835181987,-1.0,sl,False,0.0236,1.3955,0.0236,1.3955,3108.75,3096.05,3.963779811534532,26.365409968726713,10061.451612012153
6,2025-05-14,15,SELL,2025-05-14 15:00:00,2025-05-14 15:45:00,3220.09,3198.385800544822,3234.559466303452,3198.385800544822,14.469466303452009,10,75.46088709009194,1.5,tp,True,2.1252,0.161,2.1252,0.161,3234.25,3221.48,3.0946630345201793,26.835406982340004,10136.912499102245
7,2025-06-17,15,SELL,2025-06-17 15:05:00,2025-06-17 16:00:00,3385.66,3388.61,3396.5045478911275,3369.393178163308,10.844547891127604,12,-13.787523542968565,-0.272,timeout,False,0.2102,0.5348,0.2102,0.5348,3396.19,3386.96,3.145478911271772,27.073605722706443,10123.124975559276
8,2025-06-25,13,SELL,2025-06-25 13:40:00,2025-06-25 15:40:00,3324.88,3319.67,3333.856233849119,3311.415649226322,8.976233849118671,25,29.378401905072142,0.5804,timeout,False,0.6194,0.5125,0.6194,0.5125,3333.66,3325.73,1.9623384911894357,24.687180616636667,10152.503377464349
9,2025-06-27,13,SELL,2025-06-27 13:15:00,2025-06-27 15:15:00,3288.5,3273.62,3301.1949515045167,3269.457572743225,12.694951504516666,25,59.49973507300226,1.1721,timeout,True,1.2666,0.1859,1.2666,0.1859,3300.9,3289.16,2.949515045163701,33.83928027862306,10212.003112537352
10,2025-07-07,13,SELL,2025-07-07 13:45:00,2025-07-07 15:45:00,3298.31,3310.79,3315.3402641310026,3272.764603803496,17.030264131002696,25,-37.417446336741776,-0.7328,timeout,False,0.1127,0.8003,0.1127,0.8003,3315.08,3305.11,2.6026413100255414,34.125093054601344,10174.58566620061
11,2025-08-12,13,SELL,2025-08-12 13:25:00,2025-08-12 14:50:00,3347.09,3347.09,3355.8454789244647,3333.956781613303,8.755478924464569,18,0.0,0.0,breakeven,True,1.2621,0.3906,1.2621,0.3906,3355.63,3348.48,2.1547892446476693,31.299137878211155,10174.58566620061
12,2026-02-05,15,SELL,2026-02-05 15:05:00,2026-02-05 16:00:00,4822.57,4825.63,4935.79711245591,4652.729331316134,113.22711245591017,12,-1.3748576406866062,-0.027,timeout,False,0.1826,0.3999,0.1826,0.3999,4933.94,4826.62,18.571124559106803,35.344057047216396,10173.210808559923
13,2026-02-13,13,SELL,2026-02-13 13:25:00,2026-02-13 15:25:00,4938.79,4967.08,4987.144634208248,4866.258048687628,48.35463420824817,25,-29.759312471964463,-0.5851,timeout,False,0.0922,0.772,0.0922,0.772,4986.26,4944.67,8.846342082474766,32.568850972076056,10143.451496087959
14,2026-03-06,15,SELL,2026-03-06 15:55:00,2026-03-06 16:00:00,5101.88,5101.88,5130.971307026552,5058.243039460172,29.091307026551476,2,0.0,0.0,breakeven,True,0.9673,0.021,0.9673,0.021,5129.82,5108.97,11.513070265519302,28.018389121923033,10143.451496087959
15,2026-03-17,15,SELL,2026-03-17 15:40:00,2026-03-17 16:00:00,5017.13,5016.87,5044.6945935899785,4975.783109615033,27.564593589978358,5,0.4783849579309459,0.0094,timeout,False,0.2775,0.0352,0.2775,0.0352,5044.21,5019.95,4.845935899780674,22.207016115775197,10143.92988104589
16,2026-03-18,13,SELL,2026-03-18 13:35:00,2026-03-18 14:25:00,4980.38,4946.466548644521,5002.98896757032,4946.466548644521,22.60896757031969,11,76.07947410784314,1.5,tp,True,1.5078,0.004,1.5078,0.004,5002.56,4981.59,4.289675703194857,22.311935926989666,10220.009355153732
17,2026-03-20,15,SELL,2026-03-20 15:15:00,2026-03-20 16:00:00,4685.25,4670.28,4728.429067766844,4620.481398349733,43.17906776684413,10,17.716169889630294,0.3467,timeout,False,0.5445,0.1533,0.5445,0.1533,4727.42,4685.55,10.090677668443725,31.368476573358354,10237.725525043363
